shared_name	shared_interaction	name	interaction	pdb	NA	number_of_underlying_edges	edge_betweenness
Nuclear mRNA export protein SAC3 (interacts with) 26S proteasome complex subunit SEM1	interacts with	Nuclear mRNA export protein SAC3 (interacts with) 26S proteasome complex subunit SEM1	interacts with	3t5v	1	112560.0
Proteasome subunit alpha type-5 (interacts with) P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6	interacts with	Proteasome subunit alpha type-5 (interacts with) P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6	interacts with	5m2b	25	486.90224454
DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerase III subunit RPC9	interacts with	DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerase III subunit RPC9	interacts with	6f44	4	486.35768394
60S ribosomal protein L33-A (interacts with) 60S ribosomal protein L17-A	interacts with	60S ribosomal protein L33-A (interacts with) 60S ribosomal protein L17-A	interacts with	6i7o	65	484.70875575
Spliceosomal protein DIB1 (interacts with) Pre-mRNA-processing factor 31	interacts with	Spliceosomal protein DIB1 (interacts with) Pre-mRNA-processing factor 31	interacts with	5nrl	6	482.38095238
Something about silencing protein 10 (interacts with) Nucleolar complex protein 14	interacts with	Something about silencing protein 10 (interacts with) Nucleolar complex protein 14	interacts with	5wlc	1	482.28987519
Proteasome subunit alpha type-6 (interacts with) O09061:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6	interacts with	Proteasome subunit alpha type-6 (interacts with) O09061:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6	interacts with	5l6c	8	480.62477201
Proteasome subunit alpha type-6 (interacts with) P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6	interacts with	Proteasome subunit alpha type-6 (interacts with) P20618:#Proteasome subunit beta type-1#P23724:#Proteasome subunit beta type-6	interacts with	5m2b	25	480.59381963
60S ribosomal protein L6-A (interacts with) Protein MAK16	interacts with	60S ribosomal protein L6-A (interacts with) Protein MAK16	interacts with	6em5	7	478.14243927
40S ribosomal protein S3 (interacts with) Antiviral protein SKI8	interacts with	40S ribosomal protein S3 (interacts with) Antiviral protein SKI8	interacts with	5mc6	1	476.97308166
Nucleolar GTP-binding protein 1 (interacts with) Probable metalloprotease ARX1	interacts with	Nucleolar GTP-binding protein 1 (interacts with) Probable metalloprotease ARX1	interacts with	6ft6	2	475.85013819
40S ribosomal protein S23-A (interacts with) 40S ribosomal protein S30-A	interacts with	40S ribosomal protein S23-A (interacts with) 40S ribosomal protein S30-A	interacts with	6i7o	65	475.3839734
Spliceosomal protein DIB1 (interacts with) Pre-mRNA-splicing factor 6	interacts with	Spliceosomal protein DIB1 (interacts with) Pre-mRNA-splicing factor 6	interacts with	5nrl	4	475.0
Proteasome subunit beta type-2 (interacts with) BOC-ALA-ALA-ALA-CHO	interacts with	Proteasome subunit beta type-2 (interacts with) BOC-ALA-ALA-ALA-CHO	interacts with	4qby	2	474.34959298
Ac-LAA-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAA-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y7y	1	474.34959298
Ac-LAV-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAV-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y70	1	474.34959298
Cepafungin I (interacts with) Proteasome subunit beta type-2	interacts with	Cepafungin I (interacts with) Proteasome subunit beta type-2	interacts with	4fzc	1	474.34959298
Glidobactin (interacts with) Proteasome subunit beta type-2	interacts with	Glidobactin (interacts with) Proteasome subunit beta type-2	interacts with	4fzg	1	474.34959298
UPF0642 protein YBL028C (interacts with) 60S ribosomal protein L3	interacts with	UPF0642 protein YBL028C (interacts with) 60S ribosomal protein L3	interacts with	6em1	5	472.21502229
Exosome complex component CSL4 (interacts with) Superkiller protein 7	interacts with	Exosome complex component CSL4 (interacts with) Superkiller protein 7	interacts with	5g06	1	471.98289236
25S rRNA (cytosine(2870)-C(5))-methyltransferase (interacts with) 27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	interacts with	25S rRNA (cytosine(2870)-C(5))-methyltransferase (interacts with) 27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	interacts with	6elz	1	471.86500342
60S ribosomal protein L5 (interacts with) Ribosome assembly protein 4	interacts with	60S ribosomal protein L5 (interacts with) Ribosome assembly protein 4	interacts with	6ft6	3	470.37084864
Protein SOF1 (interacts with) U3 small nucleolar RNA-associated protein 10	interacts with	Protein SOF1 (interacts with) U3 small nucleolar RNA-associated protein 10	interacts with	5wlc	1	470.02368641
60S ribosomal protein L11-A (interacts with) 60S ribosomal protein L42-A	interacts with	60S ribosomal protein L11-A (interacts with) 60S ribosomal protein L42-A	interacts with	5t6r	27	467.81020213
DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerase III subunit RPC9	interacts with	DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerase III subunit RPC9	interacts with	6f44	15	467.62254588
40S ribosomal protein S5 (interacts with) 40S ribosomal protein S14-A	interacts with	40S ribosomal protein S5 (interacts with) 40S ribosomal protein S14-A	interacts with	5tgm	38	467.50436645
40S ribosomal protein S7-A (interacts with) 40S ribosomal protein S22-A	interacts with	40S ribosomal protein S7-A (interacts with) 40S ribosomal protein S22-A	interacts with	6i7o	66	466.65620627
60S ribosomal protein L13-A (interacts with) 60S ribosomal protein L4-A	interacts with	60S ribosomal protein L13-A (interacts with) 60S ribosomal protein L4-A	interacts with	6hhq	72	465.59961022
26S proteasome regulatory subunit RPN8 (interacts with) 26S proteasome subunit RPT4	interacts with	26S proteasome regulatory subunit RPN8 (interacts with) 26S proteasome subunit RPT4	interacts with	6fvy	15	461.75883597
Proteasome subunit alpha type-1 (interacts with) Proteasome subunit beta type-7	interacts with	Proteasome subunit alpha type-1 (interacts with) Proteasome subunit beta type-7	interacts with	6fvy	290	461.12026017
Exosome complex protein LRP1 (interacts with) ATP-dependent RNA helicase DOB1	interacts with	Exosome complex protein LRP1 (interacts with) ATP-dependent RNA helicase DOB1	interacts with	6ft6	3	459.66336791
Suppressor protein STM1 (interacts with) 40S ribosomal protein S10-B	interacts with	Suppressor protein STM1 (interacts with) 40S ribosomal protein S10-B	interacts with	4u3m	1	457.85075546
60S ribosomal protein L18-A (interacts with) 60S ribosomal protein L28	interacts with	60S ribosomal protein L18-A (interacts with) 60S ribosomal protein L28	interacts with	6i7o	74	446.66980376
40S ribosomal protein S5 (interacts with) Ribosomal RNA small subunit methyltransferase NEP1	interacts with	40S ribosomal protein S5 (interacts with) Ribosomal RNA small subunit methyltransferase NEP1	interacts with	5wyk	3	446.60976784
60S RIBOSOMAL PROTEIN EL6 (interacts with) 60S ribosomal protein L14-A	interacts with	60S RIBOSOMAL PROTEIN EL6 (interacts with) 60S ribosomal protein L14-A	interacts with	5apo	1	444.55678301
60S ribosomal protein L2-A (interacts with) 60S ribosomal protein L8-A (eL8)	interacts with	60S ribosomal protein L2-A (interacts with) 60S ribosomal protein L8-A (eL8)	interacts with	5dgv	1	442.58470806
60S ribosomal protein L4-A (interacts with) 60S ribosomal protein L32	interacts with	60S ribosomal protein L4-A (interacts with) 60S ribosomal protein L32	interacts with	6hd7	4	441.35033318
Rpl9ap (interacts with) 60S ribosomal protein L20-A	interacts with	Rpl9ap (interacts with) 60S ribosomal protein L20-A	interacts with	5fl8	1	441.16893688
60S ribosomal protein L43-A (interacts with) 40S ribosomal protein S1-A	interacts with	60S ribosomal protein L43-A (interacts with) 40S ribosomal protein S1-A	interacts with	6i7o	39	439.92774358
U3 small nucleolar RNA-associated protein 7 (interacts with) Periodic tryptophan protein 2	interacts with	U3 small nucleolar RNA-associated protein 7 (interacts with) Periodic tryptophan protein 2	interacts with	5wlc	1	438.89167858
60S ribosomal protein L15-A (interacts with) 27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	interacts with	60S ribosomal protein L15-A (interacts with) 27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	interacts with	6em5	2	437.62855938
Small nuclear ribonucleoprotein Sm D2 (interacts with) Pre-mRNA-splicing factor PRP9	interacts with	Small nuclear ribonucleoprotein Sm D2 (interacts with) Pre-mRNA-splicing factor PRP9	interacts with	6g90	4	434.1651364
Transcription initiation factor IIE subunit beta (interacts with) RNA polymerase II transcription factor B subunit 3	interacts with	Transcription initiation factor IIE subunit beta (interacts with) RNA polymerase II transcription factor B subunit 3	interacts with	6gym	3	430.83414918
Nucleolar complex protein 14 (interacts with) U3 small nucleolar RNA-associated protein 12	interacts with	Nucleolar complex protein 14 (interacts with) U3 small nucleolar RNA-associated protein 12	interacts with	5wlc	1	430.60462428
60S ribosomal protein L23-B (interacts with) 60S ribosomal protein L24-A	interacts with	60S ribosomal protein L23-B (interacts with) 60S ribosomal protein L24-A	interacts with	4v7r	3	427.0174233
Rpl9ap (interacts with) Ribosome assembly factor MRT4	interacts with	Rpl9ap (interacts with) Ribosome assembly factor MRT4	interacts with	5fl8	1	425.23024746
Nucleolar GTP-binding protein 1 (interacts with) 60S ribosomal protein L22-A	interacts with	Nucleolar GTP-binding protein 1 (interacts with) 60S ribosomal protein L22-A	interacts with	6ft6	2	422.5517839
Proteasome subunit alpha type-2 (interacts with) Proteasome subunit alpha type-6	interacts with	Proteasome subunit alpha type-2 (interacts with) Proteasome subunit alpha type-6	interacts with	6hwf	293	421.78167092
U6 snRNA-associated Sm-like protein LSm3 (interacts with) U6 snRNA-associated Sm-like protein LSm6	interacts with	U6 snRNA-associated Sm-like protein LSm3 (interacts with) U6 snRNA-associated Sm-like protein LSm6	interacts with	5zwo	14	421.68203934
Periodic tryptophan protein 2 (interacts with) U3 small nucleolar RNA-associated protein 13	interacts with	Periodic tryptophan protein 2 (interacts with) U3 small nucleolar RNA-associated protein 13	interacts with	5wyk	3	419.28143311
40S ribosomal protein S24-A (interacts with) 40S ribosomal protein S4-A	interacts with	40S ribosomal protein S24-A (interacts with) 40S ribosomal protein S4-A	interacts with	6i7o	93	417.76587277
60S ribosomal protein L33-A (interacts with) 60S ribosomal protein L20-A	interacts with	60S ribosomal protein L33-A (interacts with) 60S ribosomal protein L20-A	interacts with	6hd7	6	415.27314252
40S ribosomal protein S27-A (interacts with) 40S ribosomal protein S22-A	interacts with	40S ribosomal protein S27-A (interacts with) 40S ribosomal protein S22-A	interacts with	6i7o	60	415.10644665
60S ribosomal protein L5 (interacts with) Ribosome biogenesis protein RPF2	interacts with	60S ribosomal protein L5 (interacts with) Ribosome biogenesis protein RPF2	interacts with	6ft6	2	413.50921585
Sm-like protein LSm1 (interacts with) U6 snRNA-associated Sm-like protein LSm6	interacts with	Sm-like protein LSm1 (interacts with) U6 snRNA-associated Sm-like protein LSm6	interacts with	4m75	2	413.05855449
Proteasome subunit alpha type-4 (interacts with) P28063:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5	interacts with	Proteasome subunit alpha type-4 (interacts with) P28063:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5	interacts with	5l6c	7	411.17809306
Proteasome subunit alpha type-4 (interacts with) P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5	interacts with	Proteasome subunit alpha type-4 (interacts with) P28062:#Proteasome subunit beta type-8#P30656:#Proteasome subunit beta type-5	interacts with	5m2b	18	410.88999782
Proteasome subunit alpha type-4 (interacts with) P28074:#Proteasome subunit beta type-5#P30656:#Proteasome subunit beta type-5	interacts with	Proteasome subunit alpha type-4 (interacts with) P28074:#Proteasome subunit beta type-5#P30656:#Proteasome subunit beta type-5	interacts with	5l64	9	410.87333115
Ubiquitin carboxyl-terminal hydrolase 6 (interacts with) 26S proteasome regulatory subunit 7 homolog	interacts with	Ubiquitin carboxyl-terminal hydrolase 6 (interacts with) 26S proteasome regulatory subunit 7 homolog	interacts with	5a5b	2	410.53001338
DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerase III subunit RPC6	interacts with	DNA-directed RNA polymerase III subunit RPC2 (interacts with) DNA-directed RNA polymerase III subunit RPC6	interacts with	6f41	7	410.4972755
60S ribosomal protein L8-A (interacts with) 60S ribosomal protein L36-A	interacts with	60S ribosomal protein L8-A (interacts with) 60S ribosomal protein L36-A	interacts with	6i7o	70	409.89137693
60S ribosomal protein L4-A (interacts with) 60S ribosomal protein L6-A	interacts with	60S ribosomal protein L4-A (interacts with) 60S ribosomal protein L6-A	interacts with	6gqb	2	409.54780441
DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerase III subunit RPC6	interacts with	DNA-directed RNA polymerase III subunit RPC1 (interacts with) DNA-directed RNA polymerase III subunit RPC6	interacts with	6f44	15	409.53254644
40S ribosomal protein S3 (interacts with) Antiviral helicase SKI2	interacts with	40S ribosomal protein S3 (interacts with) Antiviral helicase SKI2	interacts with	5mc6	1	409.33022407
Ribosome biogenesis protein 15 (interacts with) 60S ribosomal protein L8-A	interacts with	Ribosome biogenesis protein 15 (interacts with) 60S ribosomal protein L8-A	interacts with	6em1	6	409.26017316
60S ribosomal protein L28 (interacts with) 60S ribosomal protein L4-A	interacts with	60S ribosomal protein L28 (interacts with) 60S ribosomal protein L4-A	interacts with	5mc6	1	408.70750916
DNA-directed RNA polymerase II subunit RPB4 (interacts with) Mediator of RNA polymerase II transcription subunit 22	interacts with	DNA-directed RNA polymerase II subunit RPB4 (interacts with) Mediator of RNA polymerase II transcription subunit 22	interacts with	5oqm	1	408.4518782
Guanine nucleotide-binding protein subunit beta-like protein (interacts with) 40S ribosomal protein S3	interacts with	Guanine nucleotide-binding protein subunit beta-like protein (interacts with) 40S ribosomal protein S3	interacts with	6i7o	58	408.26360676
Proteasome subunit alpha type-5 (interacts with) Proteasome chaperone 1	interacts with	Proteasome subunit alpha type-5 (interacts with) Proteasome chaperone 1	interacts with	4g4s	1	407.53526256
Ribosome production factor 1 (interacts with) Ribosomal RNA-processing protein 15	interacts with	Ribosome production factor 1 (interacts with) Ribosomal RNA-processing protein 15	interacts with	6c0f	1	404.0682252
Pre-rRNA-processing protein PNO1 (interacts with) Periodic tryptophan protein 2	interacts with	Pre-rRNA-processing protein PNO1 (interacts with) Periodic tryptophan protein 2	interacts with	5wyk	2	403.55959679
40S ribosomal protein S6-A (interacts with) 40S ribosomal protein S4-A	interacts with	40S ribosomal protein S6-A (interacts with) 40S ribosomal protein S4-A	interacts with	6gqv	58	402.65357499
Bud site selection protein 21 (interacts with) rRNA 2'-O-methyltransferase fibrillarin	interacts with	Bud site selection protein 21 (interacts with) rRNA 2'-O-methyltransferase fibrillarin	interacts with	5wlc	1	402.60921909
Proteasome activator BLM10 (interacts with) Proteasome subunit alpha type-2	interacts with	Proteasome activator BLM10 (interacts with) Proteasome subunit alpha type-2	interacts with	4v7o	2	402.46281823
Nucleolar GTP-binding protein 2 (interacts with) Ribosome biogenesis protein RPF2	interacts with	Nucleolar GTP-binding protein 2 (interacts with) Ribosome biogenesis protein RPF2	interacts with	6ft6	2	400.89276439
U1 small nuclear ribonucleoprotein C (interacts with) Small nuclear ribonucleoprotein Sm D3	interacts with	U1 small nuclear ribonucleoprotein C (interacts with) Small nuclear ribonucleoprotein Sm D3	interacts with	6g90	3	399.23546091
U1 small nuclear ribonucleoprotein component PRP42 (interacts with) Protein NAM8	interacts with	U1 small nuclear ribonucleoprotein component PRP42 (interacts with) Protein NAM8	interacts with	6g90	3	399.18288094
60S ribosomal protein L7-A (interacts with) 60S ribosomal protein L4-A	interacts with	60S ribosomal protein L7-A (interacts with) 60S ribosomal protein L4-A	interacts with	6hhq	80	398.52911616
HAT1-interacting factor 1 (interacts with) H2B	interacts with	HAT1-interacting factor 1 (interacts with) H2B	interacts with	5bt1	31	398.19047619
U3 small nucleolar RNA-associated protein 18 (interacts with) U3 small nucleolar RNA-associated protein 5	interacts with	U3 small nucleolar RNA-associated protein 18 (interacts with) U3 small nucleolar RNA-associated protein 5	interacts with	5wlc	1	397.50976808
60S RIBOSOMAL PROTEIN EL6 (interacts with) 60S ribosomal protein L17-A	interacts with	60S RIBOSOMAL PROTEIN EL6 (interacts with) 60S ribosomal protein L17-A	interacts with	5apo	1	396.28676631
Pre-mRNA-splicing factor PRP9 (interacts with) Pre-mRNA-splicing factor RSE1	interacts with	Pre-mRNA-splicing factor PRP9 (interacts with) Pre-mRNA-splicing factor RSE1	interacts with	5zwo	4	395.56495551
60S ribosomal protein L34-A (interacts with) Pescadillo homolog	interacts with	60S ribosomal protein L34-A (interacts with) Pescadillo homolog	interacts with	6ft6	3	395.25629456
rRNA 2'-O-methyltransferase fibrillarin (interacts with) 40S ribosomal protein S9-A	interacts with	rRNA 2'-O-methyltransferase fibrillarin (interacts with) 40S ribosomal protein S9-A	interacts with	5wyk	2	394.62904497
Pre-mRNA-splicing factor PRP9 (interacts with) Small nuclear ribonucleoprotein Sm D1	interacts with	Pre-mRNA-splicing factor PRP9 (interacts with) Small nuclear ribonucleoprotein Sm D1	interacts with	5zwo	4	394.25371333
Pre-mRNA-splicing factor PRP9 (interacts with) Pre-mRNA-splicing factor PRP21	interacts with	Pre-mRNA-splicing factor PRP9 (interacts with) Pre-mRNA-splicing factor PRP21	interacts with	6g90	5	392.12770563
Antiviral protein SKI8 (interacts with) 40S ribosomal protein S2	interacts with	Antiviral protein SKI8 (interacts with) 40S ribosomal protein S2	interacts with	5mc6	1	391.36392047
Proteasome subunit alpha type-6 (interacts with) Proteasome chaperone 1	interacts with	Proteasome subunit alpha type-6 (interacts with) Proteasome chaperone 1	interacts with	4g4s	1	390.83343476
Protein SOF1 (interacts with) U3 small nucleolar RNA-associated protein 6	interacts with	Protein SOF1 (interacts with) U3 small nucleolar RNA-associated protein 6	interacts with	5wlc	1	389.58775719
Nuclear GTP-binding protein NUG1 (interacts with) 60S ribosomal protein L20-A	interacts with	Nuclear GTP-binding protein NUG1 (interacts with) 60S ribosomal protein L20-A	interacts with	6ft6	2	388.48957166
Pre-mRNA-splicing factor 8 (interacts with) U2 snRNP component HSH155	interacts with	Pre-mRNA-splicing factor 8 (interacts with) U2 snRNP component HSH155	interacts with	5lqw	2	388.14963387
Proteasome subunit beta type-4 (interacts with) Proteasome subunit alpha type-4	interacts with	Proteasome subunit beta type-4 (interacts with) Proteasome subunit alpha type-4	interacts with	6ef3	305	387.99182654
60S ribosomal protein L20-A (interacts with) 60S ribosomal protein L10	interacts with	60S ribosomal protein L20-A (interacts with) 60S ribosomal protein L10	interacts with	6i7o	58	386.96082542
Ac-LAD-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAD-ep (interacts with) Proteasome subunit beta type-2	interacts with	4ya9	2	385.53543977
Ac-LAE-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAE-ep (interacts with) Proteasome subunit beta type-2	interacts with	4ya7	5	385.53543977
Ac-LAF-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAF-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y77	1	385.53543977
Ac-LAI-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAI-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y80	1	385.53543977
Ac-LAL-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAL-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y74	1	385.53543977
Ac-LAY-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-LAY-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y82	1	385.53543977
Ac-PAL-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-PAL-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y8p	2	385.53543977
Ac-PLL-ep (interacts with) Proteasome subunit beta type-2	interacts with	Ac-PLL-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y8j	2	385.53543977
N3-A(4,4-F2P)nLL-ep (interacts with) Proteasome subunit beta type-2	interacts with	N3-A(4,4-F2P)nLL-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y84	1	385.53543977
N3-APAL-ep (interacts with) Proteasome subunit beta type-2	interacts with	N3-APAL-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y8h	1	385.53543977
N3-APnLL-ep (interacts with) Proteasome subunit beta type-2	interacts with	N3-APnLL-ep (interacts with) Proteasome subunit beta type-2	interacts with	4y8g	1	385.53543977
SYRINGOLIN-GLIDOBACTIN CHIMERA (interacts with) Proteasome subunit beta type-2	interacts with	SYRINGOLIN-GLIDOBACTIN CHIMERA (interacts with) Proteasome subunit beta type-2	interacts with	4gk7	1	385.53543977
U3 small nucleolar RNA-associated protein 13 (interacts with) U3 small nucleolar RNA-associated protein 22	interacts with	U3 small nucleolar RNA-associated protein 13 (interacts with) U3 small nucleolar RNA-associated protein 22	interacts with	5wyk	2	383.92430027
60S ribosomal protein L19-A (interacts with) 60S ribosomal protein L22-A	interacts with	60S ribosomal protein L19-A (interacts with) 60S ribosomal protein L22-A	interacts with	3jct	1	383.67828765
Mediator of RNA polymerase II transcription subunit 11 (interacts with) Mediator of RNA polymerase II transcription subunit 18	interacts with	Mediator of RNA polymerase II transcription subunit 11 (interacts with) Mediator of RNA polymerase II transcription subunit 18	interacts with	5sva	4	383.64688243
60S ribosomal protein L39 (interacts with) 60S ribosomal protein L17-A	interacts with	60S ribosomal protein L39 (interacts with) 60S ribosomal protein L17-A	interacts with	5jus	2	382.8629755
60S ribosomal protein L7-A (interacts with) 60S ribosomal protein L18-A	interacts with	60S ribosomal protein L7-A (interacts with) 60S ribosomal protein L18-A	interacts with	6hhq	65	381.09375789
60S ribosomal protein L25 (interacts with) 60S ribosomal protein L8-A (eL8)	interacts with	60S ribosomal protein L25 (interacts with) 60S ribosomal protein L8-A (eL8)	interacts with	5dgv	1	380.78269233
Ribosome biogenesis protein ERB1 (interacts with) 60S ribosomal protein L27-A	interacts with	Ribosome biogenesis protein ERB1 (interacts with) 60S ribosomal protein L27-A	interacts with	6em5	2	380.42779576
Pre-mRNA-splicing factor PRP9 (interacts with) Cold sensitive U2 snRNA suppressor 1	interacts with	Pre-mRNA-splicing factor PRP9 (interacts with) Cold sensitive U2 snRNA suppressor 1	interacts with	5zwo	4	379.53355995
U4/U6 snRNA-associated-splicing factor PRP24 (interacts with) U6 snRNA-associated Sm-like protein LSm2	interacts with	U4/U6 snRNA-associated-splicing factor PRP24 (interacts with) U6 snRNA-associated Sm-like protein LSm2	interacts with	6aso	2	377.23333333
Protein DOM34 (interacts with) 40S ribosomal protein S30-A	interacts with	Protein DOM34 (interacts with) 40S ribosomal protein S30-A	interacts with	5m1j	2	376.94621872
Nucleolar GTP-binding protein 1 (interacts with) Nucleolar GTP-binding protein 2	interacts with	Nucleolar GTP-binding protein 1 (interacts with) Nucleolar GTP-binding protein 2	interacts with	6ft6	2	375.09920134
60S ribosomal protein L43-A (interacts with) 60S ribosomal protein L2-A	interacts with	60S ribosomal protein L43-A (interacts with) 60S ribosomal protein L2-A	interacts with	6i7o	68	375.05467144
Nucleolar protein 56 (interacts with) Ribosomal RNA-processing protein 9	interacts with	Nucleolar protein 56 (interacts with) Ribosomal RNA-processing protein 9	interacts with	5wlc	1	373.09416425
60S ribosomal protein L15-A (interacts with) 60S ribosomal protein L8-A (eL8)	interacts with	60S ribosomal protein L15-A (interacts with) 60S ribosomal protein L8-A (eL8)	interacts with	5dgv	1	373.04489064
DNA-directed RNA polymerase I subunit RPA135 (interacts with) DNA-directed RNA polymerase I subunit RPA12	interacts with	DNA-directed RNA polymerase I subunit RPA135 (interacts with) DNA-directed RNA polymerase I subunit RPA12	interacts with	6h68	24	371.44798433
U4/U6 snRNA-associated-splicing factor PRP24 (interacts with) U6 snRNA-associated Sm-like protein LSm8	interacts with	U4/U6 snRNA-associated-splicing factor PRP24 (interacts with) U6 snRNA-associated Sm-like protein LSm8	interacts with	6aso	2	370.73333333
Mediator of RNA polymerase II transcription subunit 4 (interacts with) Mediator of RNA polymerase II transcription subunit 31	interacts with	Mediator of RNA polymerase II transcription subunit 4 (interacts with) Mediator of RNA polymerase II transcription subunit 31	interacts with	5oqm	1	370.71904762
Exosome complex component RRP45 (interacts with) Exosome complex component RRP40	interacts with	Exosome complex component RRP45 (interacts with) Exosome complex component RRP40	interacts with	6fsz	10	369.56279585
Pescadillo homolog (interacts with) 60S ribosomal protein L8-A	interacts with	Pescadillo homolog (interacts with) 60S ribosomal protein L8-A	interacts with	6em5	9	369.36294546
40S ribosomal protein S5 (interacts with) U3 small nucleolar RNA-associated protein 21	interacts with	40S ribosomal protein S5 (interacts with) U3 small nucleolar RNA-associated protein 21	interacts with	5wyk	1	368.9673283
60S ribosomal protein L8-A (interacts with) 60S ribosomal protein L36-B	interacts with	60S ribosomal protein L8-A (interacts with) 60S ribosomal protein L36-B	interacts with	6em1	1	368.88869088
U4/U6 snRNA-associated-splicing factor PRP24 (interacts with) U6 snRNA-associated Sm-like protein LSm5	interacts with	U4/U6 snRNA-associated-splicing factor PRP24 (interacts with) U6 snRNA-associated Sm-like protein LSm5	interacts with	5vsu	1	368.5
Exosome complex component RRP45 (interacts with) Exosome complex component RRP4	interacts with	Exosome complex component RRP45 (interacts with) Exosome complex component RRP4	interacts with	6fsz	8	367.85272906
Probable metalloprotease ARX1 (interacts with) 60S ribosomal protein L25	interacts with	Probable metalloprotease ARX1 (interacts with) 60S ribosomal protein L25	interacts with	5apo	4	366.78064672
Exosome complex component RRP45 (interacts with) Exosome complex exonuclease RRP6	interacts with	Exosome complex component RRP45 (interacts with) Exosome complex exonuclease RRP6	interacts with	5vzj	1	366.66939573
Mediator of RNA polymerase II transcription subunit 4 (interacts with) Mediator of RNA polymerase II transcription subunit 7	interacts with	Mediator of RNA polymerase II transcription subunit 4 (interacts with) Mediator of RNA polymerase II transcription subunit 7	interacts with	5oqm	1	364.96666667
Mediator of RNA polymerase II transcription subunit 4 (interacts with) Mediator of RNA polymerase II transcription subunit 9	interacts with	Mediator of RNA polymerase II transcription subunit 4 (interacts with) Mediator of RNA polymerase II transcription subunit 9	interacts with	5sva	2	364.63333333
U3 small nucleolar RNA-associated protein 8 (interacts with) U3 small nucleolar RNA-associated protein 4	interacts with	U3 small nucleolar RNA-associated protein 8 (interacts with) U3 small nucleolar RNA-associated protein 4	interacts with	5wlc	1	364.5970044
Mediator of RNA polymerase II transcription subunit 11 (interacts with) Mediator of RNA polymerase II transcription subunit 17	interacts with	Mediator of RNA polymerase II transcription subunit 11 (interacts with) Mediator of RNA polymerase II transcription subunit 17	interacts with	5sva	4	362.81933986
Ac-PAD-ep (interacts with) Proteasome subunit beta type-1	interacts with	Ac-PAD-ep (interacts with) Proteasome subunit beta type-1	interacts with	4y8u	6	362.424843
Ac-PAE-ep (interacts with) Proteasome subunit beta type-1	interacts with	Ac-PAE-ep (interacts with) Proteasome subunit beta type-1	interacts with	4ya5	12	362.424843
60S ribosomal protein L5 (interacts with) 60S ribosomal protein L21-A	interacts with	60S ribosomal protein L5 (interacts with) 60S ribosomal protein L21-A	interacts with	6hhq	69	361.0901478
40S ribosomal protein S8-A (interacts with) 40S ribosomal protein S4-A	interacts with	40S ribosomal protein S8-A (interacts with) 40S ribosomal protein S4-A	interacts with	3j78	5	359.29716548
40S ribosomal protein S1-A (interacts with) 60S ribosomal protein L30	interacts with	40S ribosomal protein S1-A (interacts with) 60S ribosomal protein L30	interacts with	5dge	1	358.98489725
Pre-mRNA leakage protein 1 (interacts with) Pre-mRNA-splicing factor CWC26	interacts with	Pre-mRNA leakage protein 1 (interacts with) Pre-mRNA-splicing factor CWC26	interacts with	5gm6	3	358.38636276
